# Total of 316 particles
# Generated on : 2016-10-09 18:08:32.962659
keys: id  type radius  x   y   z   vx   vy   vz   nx   ny   nz
240  1  0.50 -1.921981  7.319143  6.537288  -0.855201  0.201819  -0.477388  -0.980118  -0.109719  -0.165316
241  1  0.50 8.173992  1.719355  -5.498151  0.147005  -0.985078  -0.089500  -0.552375  -0.036994  -0.832774
242  1  0.50 9.686626  -1.545556  1.944359  0.243136  0.750043  -0.615077  0.228767  0.250263  -0.940763
243  1  0.50 -3.338436  9.411949  0.519679  -0.761329  -0.301731  0.573878  0.762551  0.237247  0.601855
244  1  0.50 7.661154  2.220020  -6.031436  0.376051  0.606201  0.700789  0.579753  0.166344  0.797632
245  1  0.50 -9.322920  -3.565636  -0.607780  0.361243  -0.926365  -0.106542  -0.087212  0.384665  -0.918927
246  1  0.50 -0.180168  4.915581  -8.706584  0.096472  -0.865882  -0.490858  -0.197230  0.851942  0.485073
247  1  0.50 -7.441895  1.071471  -6.593190  -0.118639  0.950155  0.288322  0.428047  -0.681254  -0.593859
248  1  0.50 -1.961685  9.731163  -1.206757  -0.856928  -0.110308  0.503495  0.603840  0.216847  0.767043
249  1  0.50 2.541419  -8.246230  5.053798  -0.597879  -0.544684  -0.588098  0.957627  0.287762  -0.012027
250  1  0.50 -5.159057  7.918375  3.268558  0.410786  0.563498  -0.716746  -0.661271  -0.125559  -0.739564
251  1  0.50 -1.758651  -1.615038  9.710757  -0.976449  -0.096616  -0.192907  -0.984045  0.001813  -0.177912
252  1  0.50 -0.747948  9.503688  -3.020014  -0.811119  0.118189  0.572815  0.830299  -0.108375  -0.546680
253  1  0.50 -5.549805  -2.386356  -7.969000  -0.188550  -0.896952  0.399907  0.221457  0.881016  -0.418053
254  1  0.50 3.919612  8.995311  1.928995  0.918376  -0.370198  -0.139781  -0.911523  0.408093  -0.050860
255  1  0.50 -4.576197  -0.248120  8.888018  0.747807  0.530026  0.399822  0.877691  -0.172555  0.447082
256  1  0.50 -3.230796  3.758422  -8.685403  -0.161297  -0.926198  -0.340793  -0.942269  -0.213114  0.258285
257  1  0.50 4.122097  8.744939  2.556240  0.799633  -0.212783  -0.561524  0.335842  0.114969  -0.934876
258  1  0.50 2.229950  -7.380481  6.368346  -0.000868  0.653134  0.757242  -0.802665  0.231699  0.549586
259  1  0.50 1.717752  -1.346511  9.758906  0.863375  -0.456485  -0.214955  -0.971195  0.142917  0.190668
260  1  0.50 8.676100  -2.982849  -3.978429  -0.440814  -0.091184  -0.892955  -0.448480  -0.123867  -0.885168
261  1  0.50 -6.807820  -3.656462  6.346958  0.242220  -0.930126  -0.276035  0.420594  0.514278  0.747408
262  1  0.50 7.164717  2.454632  6.530054  0.137620  -0.967390  0.212644  0.590647  -0.711541  -0.380586
263  1  0.50 1.585079  -9.016702  -4.023258  -0.390161  0.317115  -0.864415  -0.935453  -0.267519  0.231000
264  1  0.50 -7.633587  -6.248439  1.638708  -0.082023  -0.157869  -0.984048  0.414536  -0.279282  0.866119
265  1  0.50 -6.484212  -1.028719  7.542992  0.180336  -0.983383  0.020909  -0.721042  0.400860  -0.565163
266  1  0.50 7.232269  -0.720297  6.868439  -0.433175  -0.821895  0.369929  -0.132392  0.961640  0.240252
267  1  0.50 -1.239452  7.563607  -6.423053  0.639143  0.555991  0.531385  -0.215253  -0.652377  -0.726684
268  1  0.50 -9.797782  -1.864266  0.726627  -0.189071  0.743789  -0.641116  -0.015315  0.431966  0.901760
269  1  0.50 6.372248  -3.783565  6.714097  -0.524468  0.425448  0.737515  0.689033  -0.110551  -0.716249
270  1  0.50 8.093910  4.014801  4.286023  -0.491668  0.862380  0.120678  0.141851  -0.841865  0.520713
271  1  0.50 5.813420  6.942001  4.244145  -0.348065  -0.259304  0.900896  0.774287  -0.311695  -0.550751
272  1  0.50 2.836278  6.623378  -6.934435  -0.843032  -0.172405  -0.509483  0.589935  0.449585  0.670709
273  1  0.50 8.036384  -2.264077  -5.503680  -0.018768  0.914703  -0.403691  -0.241431  -0.969317  0.046220
274  1  0.50 7.891120  -6.044315  1.093842  0.063876  -0.096363  -0.993294  0.584140  0.793507  0.170666
275  1  0.50 0.483049  3.170536  9.471767  0.810842  0.541302  -0.222545  -0.323950  0.901997  -0.285409
276  1  0.50 3.075163  -0.208491  -9.513144  -0.786459  -0.568356  -0.241770  0.284294  -0.952082  0.112765
277  1  0.50 2.799483  9.583421  0.566510  0.924358  -0.253147  -0.285444  -0.534527  0.204618  -0.820008
278  1  0.50 5.640730  4.890559  -6.653164  0.381651  0.560092  0.735282  -0.052838  0.825463  0.561978
279  1  0.50 4.258105  -7.980238  4.264311  -0.904812  -0.375845  0.200139  0.855003  0.200668  -0.478228
280  1  0.50 2.931020  6.065990  -7.390053  -0.581261  -0.500640  -0.641479  0.922487  0.023668  0.385302
281  1  0.50 -6.469067  6.784385  3.481852  -0.163365  -0.569291  0.805741  -0.685506  -0.717393  0.124213
282  1  0.50 5.668139  6.321338  5.283265  -0.587984  -0.138789  0.796876  -0.652437  -0.047147  0.756375
283  1  0.50 5.468461  -8.304057  1.067042  0.244408  0.280233  0.928296  -0.143072  -0.218261  -0.965346
284  1  0.50 -3.273813  6.819217  6.540674  -0.466380  -0.718636  0.515802  -0.667925  0.322613  -0.670669
285  1  0.50 4.783667  -0.979353  -8.726821  0.207648  0.978195  0.004047  -0.420897  -0.897749  -0.129969
286  1  0.50 8.006887  -3.187133  -5.072666  -0.014494  -0.856800  0.515445  0.585195  0.597344  0.548385
287  1  0.50 9.538936  1.522001  -2.586930  0.017731  -0.888963  -0.457636  -0.223227  0.935907  -0.272483
288  1  0.50 2.383133  -1.614171  -9.576801  0.918026  -0.284336  0.276371  0.395281  -0.884599  0.247463
289  1  0.50 6.358206  -6.271538  4.499004  -0.281998  -0.731355  -0.620964  -0.765853  -0.440186  0.468727
290  1  0.50 6.982226  -5.281296  4.832849  -0.650438  -0.186029  0.736426  0.011715  -0.666572  -0.745349
291  1  0.50 2.824669  -9.523634  1.149622  -0.146710  0.075544  0.986291  0.943661  0.254330  -0.211707
292  1  0.50 -7.007830  4.891078  -5.193042  -0.411763  0.317116  0.854336  -0.155046  -0.814980  -0.558362
293  1  0.50 -8.516858  4.715055  2.287221  0.443080  0.880947  -0.166170  -0.216647  0.080619  -0.972916
294  1  0.50 7.179597  -0.892724  6.903363  0.672836  -0.165165  -0.721118  -0.344022  0.816648  0.463395
295  1  0.50 7.559765  -6.528272  0.481268  0.619136  0.736957  0.271226  0.497953  0.621238  0.605067
296  1  0.50 -6.395466  0.932728  7.630730  0.726436  0.398110  0.560178  -0.539735  -0.761305  -0.359306
297  1  0.50 -0.345577  8.275081  5.603892  -0.262109  0.533592  -0.804101  -0.994913  0.024603  -0.097684
298  1  0.50 -9.622765  -0.391087  2.692478  -0.269861  0.263144  -0.926245  0.004749  -0.991879  -0.127098
299  1  0.50 7.490290  -4.906511  4.452158  0.519163  0.017182  -0.854502  -0.618892  -0.758026  0.205838
300  1  0.50 -8.428358  -4.552463  2.870168  0.391139  -0.151866  0.907715  0.153585  0.307671  0.939016
301  1  0.50 -6.534798  3.849183  6.517684  0.318199  -0.641585  0.697938  -0.749712  -0.447872  -0.487178
302  1  0.50 -0.564000  -8.615106  5.045973  -0.942530  0.212651  0.257715  -0.162264  0.506592  0.846779
303  1  0.50 -3.990749  2.830132  -8.721484  -0.910378  -0.235707  0.340080  0.885104  0.367284  -0.285819
304  1  0.50 0.086795  1.139842  -9.934446  -0.978945  -0.201650  -0.031689  -0.947945  0.317192  0.028111
305  1  0.50 -1.171335  8.932518  -4.340287  -0.943760  -0.236182  -0.231377  0.823797  0.331476  0.459872
306  1  0.50 1.992858  -6.110857  -7.660676  0.964317  0.261335  0.042394  -0.959250  -0.281449  -0.025031
307  1  0.50 9.365717  1.919193  2.932583  -0.056013  0.907953  -0.415312  0.237808  0.266658  -0.933992
308  1  0.50 8.068678  -5.856471  0.773415  -0.157139  -0.086577  0.983774  0.320675  0.544187  0.775260
309  1  0.50 1.493588  -2.200828  9.639790  0.223287  -0.942224  -0.249712  -0.944344  0.257237  0.205045
310  1  0.50 1.693104  0.488499  -9.843514  -0.573387  0.817224  -0.058068  -0.098346  0.994623  0.032444
311  1  0.50 2.740444  -0.591895  -9.598939  -0.689615  -0.707778  -0.153238  0.759400  0.625739  0.178220
312  1  0.50 6.522088  5.547879  5.165599  -0.757145  0.509855  0.408386  0.718269  -0.234466  -0.655069
313  1  0.50 -4.382212  -1.845923  8.797089  0.171183  0.943636  0.283280  0.406870  0.831949  0.377250
314  1  0.50 8.230580  -2.117425  5.270110  0.309988  -0.610035  -0.729222  0.397383  -0.448264  -0.800716
315  1  0.50 -6.394565  -6.558761  4.011508  -0.331395  0.705947  0.625953  -0.519178  0.753211  0.403891
