# Total of 3183 particles
# Generated on : 2014-02-21 16:50:10.433376
# id  type radius  x   y   z   vx   vy   vz   nx   ny   nz  omega
835  1  1.000000 3.473536  24.362812  0.000000  0.838619  0.544719  0.000000  0.487374  0.873193  0.000000  0.000000
836  1  1.000000 -17.976660  -15.194920  0.000000  -0.863647  0.504097  0.000000  0.292295  -0.956328  0.000000  0.000000
837  1  1.000000 -18.186373  -6.720258  0.000000  -0.196992  0.980405  0.000000  -0.421722  0.906725  0.000000  0.000000
838  1  1.000000 -6.839105  -1.791642  0.000000  -0.606606  -0.795003  0.000000  -0.979705  -0.200447  0.000000  0.000000
839  1  1.000000 -41.928781  -14.641183  0.000000  -0.727594  0.686008  0.000000  -0.900407  0.435048  0.000000  0.000000
840  1  1.000000 -18.908312  36.644404  0.000000  0.999323  -0.036789  0.000000  0.642116  -0.766607  0.000000  0.000000
841  1  1.000000 34.451060  41.191248  0.000000  -0.886931  -0.461902  0.000000  -0.680581  0.732673  0.000000  0.000000
842  1  1.000000 34.963768  2.847084  0.000000  -0.822957  0.568104  0.000000  -0.070569  -0.997507  0.000000  0.000000
843  1  1.000000 44.905391  -47.453518  0.000000  0.912014  -0.410159  0.000000  0.744080  -0.668090  0.000000  0.000000
844  1  1.000000 41.172660  -16.699479  0.000000  -0.999884  -0.015207  0.000000  0.018977  0.999820  0.000000  0.000000
845  1  1.000000 23.431569  28.429305  0.000000  0.981621  -0.190839  0.000000  0.941301  -0.337567  0.000000  0.000000
846  1  1.000000 47.163645  -17.586481  0.000000  -0.887274  0.461243  0.000000  -0.270527  -0.962713  0.000000  0.000000
847  1  1.000000 -32.389996  36.193030  0.000000  -0.999191  0.040208  0.000000  -0.384895  -0.922960  0.000000  0.000000
848  1  1.000000 -35.939452  -31.958938  0.000000  -0.954703  0.297560  0.000000  0.049049  -0.998796  0.000000  0.000000
849  1  1.000000 11.964655  -48.806357  0.000000  0.462071  0.886843  0.000000  -0.162110  0.986773  0.000000  0.000000
850  1  1.000000 7.232835  36.661956  0.000000  -0.820577  -0.571537  0.000000  -0.855813  0.517285  0.000000  0.000000
851  1  1.000000 21.814515  5.094423  0.000000  -0.997047  0.076789  0.000000  0.882906  0.469550  0.000000  0.000000
852  1  1.000000 -0.564857  -0.984302  0.000000  0.962726  -0.270479  0.000000  0.502158  -0.864776  0.000000  0.000000
853  1  1.000000 37.014528  32.701281  0.000000  -0.656829  0.754039  0.000000  0.057474  -0.998347  0.000000  0.000000
854  1  1.000000 -9.120012  -28.449854  0.000000  -0.994313  -0.106500  0.000000  -0.999433  0.033678  0.000000  0.000000
855  1  1.000000 26.130987  -49.434246  0.000000  0.031573  0.999501  0.000000  0.974890  0.222686  0.000000  0.000000
856  1  1.000000 10.937632  -34.301515  0.000000  0.165217  -0.986257  0.000000  -0.999854  0.017062  0.000000  0.000000
857  1  1.000000 0.369828  -0.531588  0.000000  -0.624199  -0.781265  0.000000  0.398677  0.917091  0.000000  0.000000
858  1  1.000000 7.322609  -14.096464  0.000000  0.927681  0.373373  0.000000  0.024480  0.999700  0.000000  0.000000
859  1  1.000000 -23.124911  -12.130154  0.000000  -0.986408  -0.164317  0.000000  -0.092090  -0.995751  0.000000  0.000000
860  1  1.000000 46.586663  37.583428  0.000000  -0.173198  -0.984887  0.000000  0.210787  0.977532  0.000000  0.000000
861  1  1.000000 27.282482  -29.669465  0.000000  0.986762  0.162177  0.000000  -0.292658  0.956217  0.000000  0.000000
862  1  1.000000 4.190969  -37.195341  0.000000  0.426903  0.904297  0.000000  -0.710438  -0.703759  0.000000  0.000000
863  1  1.000000 1.184010  -41.323614  0.000000  -0.311117  0.950372  0.000000  0.019449  0.999811  0.000000  0.000000
864  1  1.000000 -8.875176  -37.490028  0.000000  -0.862309  0.506383  0.000000  0.243204  -0.969975  0.000000  0.000000
865  1  1.000000 6.032023  39.721519  0.000000  -0.436529  0.899690  0.000000  -0.587714  0.809069  0.000000  0.000000
866  1  1.000000 -12.121953  25.386518  0.000000  0.915730  -0.401795  0.000000  -0.624785  -0.780797  0.000000  0.000000
867  1  1.000000 -29.369843  -10.827037  0.000000  -0.279600  0.960117  0.000000  -0.933848  -0.357669  0.000000  0.000000
868  1  1.000000 -8.055989  15.209093  0.000000  -0.995594  0.093767  0.000000  0.391295  -0.920265  0.000000  0.000000
869  1  1.000000 -5.129918  31.517492  0.000000  -0.486229  0.873832  0.000000  0.719279  0.694721  0.000000  0.000000
870  1  1.000000 -25.169467  39.367200  0.000000  -0.489829  -0.871819  0.000000  -0.669502  0.742811  0.000000  0.000000
871  1  1.000000 9.074465  0.592679  0.000000  0.914576  -0.404415  0.000000  0.349811  0.936820  0.000000  0.000000
872  1  1.000000 1.709795  13.288663  0.000000  -0.761098  0.648637  0.000000  -0.590398  -0.807112  0.000000  0.000000
873  1  1.000000 21.526887  -32.868876  0.000000  -0.972813  0.231592  0.000000  -0.787859  0.615856  0.000000  0.000000
874  1  1.000000 29.338212  -2.753175  0.000000  -0.888864  -0.458172  0.000000  -0.931571  0.363561  0.000000  0.000000
875  1  1.000000 -8.585757  -31.588836  0.000000  0.630359  -0.776303  0.000000  0.289018  0.957324  0.000000  0.000000
876  1  1.000000 -38.215923  30.776750  0.000000  -0.746832  -0.665012  0.000000  -0.988848  -0.148929  0.000000  0.000000
877  1  1.000000 -1.354711  22.595439  0.000000  0.604718  0.796440  0.000000  0.960316  0.278915  0.000000  0.000000
878  1  1.000000 -40.218750  -28.445450  0.000000  0.434820  -0.900517  0.000000  -0.663108  0.748524  0.000000  0.000000
879  1  1.000000 -23.126860  9.368003  0.000000  -0.994680  0.103009  0.000000  0.940541  -0.339681  0.000000  0.000000
880  1  1.000000 -15.556450  -16.734894  0.000000  0.920217  -0.391409  0.000000  0.995834  -0.091189  0.000000  0.000000
881  1  1.000000 11.739532  -25.994429  0.000000  0.879895  0.475168  0.000000  -0.997078  0.076391  0.000000  0.000000
882  1  1.000000 21.822580  38.789801  0.000000  0.992139  0.125143  0.000000  0.396957  0.917837  0.000000  0.000000
883  1  1.000000 -38.223027  42.498852  0.000000  -0.249649  -0.968336  0.000000  0.076620  -0.997060  0.000000  0.000000
884  1  1.000000 -5.461813  -41.811929  0.000000  0.168387  -0.985721  0.000000  0.661354  0.750074  0.000000  0.000000
885  1  1.000000 37.777239  17.329105  0.000000  0.951154  -0.308716  0.000000  -0.974352  -0.225030  0.000000  0.000000
886  1  1.000000 7.374867  31.619575  0.000000  0.997497  -0.070712  0.000000  0.232725  0.972543  0.000000  0.000000
887  1  1.000000 -8.076984  38.582138  0.000000  0.622636  -0.782512  0.000000  -0.860809  -0.508929  0.000000  0.000000
888  1  1.000000 -45.181114  -3.821307  0.000000  0.215118  -0.976588  0.000000  -0.730644  -0.682759  0.000000  0.000000
889  1  1.000000 5.704200  32.346934  0.000000  0.970745  -0.240112  0.000000  -0.505671  0.862726  0.000000  0.000000
890  1  1.000000 26.237776  0.989239  0.000000  -0.676374  -0.736558  0.000000  0.537927  0.842992  0.000000  0.000000
891  1  1.000000 15.380367  35.838066  0.000000  -0.762761  -0.646680  0.000000  0.981981  -0.188978  0.000000  0.000000
892  1  1.000000 -16.965600  44.427014  0.000000  -0.610084  0.792336  0.000000  0.926677  0.375858  0.000000  0.000000
893  1  1.000000 9.099610  -11.359973  0.000000  0.450136  -0.892960  0.000000  0.776647  -0.629936  0.000000  0.000000
894  1  1.000000 -4.786370  24.528591  0.000000  -0.675735  0.737145  0.000000  -0.216253  0.976337  0.000000  0.000000
895  1  1.000000 9.544597  17.518025  0.000000  -0.100509  -0.994936  0.000000  -0.987791  -0.155786  0.000000  0.000000
896  1  1.000000 -2.914293  -42.467807  0.000000  -0.960604  -0.277921  0.000000  -0.234112  0.972210  0.000000  0.000000
897  1  1.000000 -4.831029  44.831767  0.000000  0.971925  -0.235291  0.000000  0.563367  0.826207  0.000000  0.000000
898  1  1.000000 -48.813264  -39.459362  0.000000  -0.888148  0.459557  0.000000  -0.475649  -0.879635  0.000000  0.000000
899  1  1.000000 -29.316082  -4.448018  0.000000  -0.998651  0.051916  0.000000  -0.518093  0.855324  0.000000  0.000000
900  1  1.000000 23.647504  3.618739  0.000000  0.515490  -0.856895  0.000000  -0.222085  0.975027  0.000000  0.000000
901  1  1.000000 -0.914673  27.002940  0.000000  -0.447936  -0.894066  0.000000  0.816474  0.577382  0.000000  0.000000
902  1  1.000000 -1.914163  -44.572799  0.000000  0.147181  -0.989110  0.000000  0.573817  -0.818984  0.000000  0.000000
903  1  1.000000 0.319529  -37.608494  0.000000  -0.257315  -0.966327  0.000000  0.173611  0.984814  0.000000  0.000000
904  1  1.000000 25.892742  35.015334  0.000000  0.388038  -0.921643  0.000000  -0.420641  0.907227  0.000000  0.000000
905  1  1.000000 18.768858  26.652032  0.000000  -0.969878  0.243592  0.000000  0.161050  -0.986946  0.000000  0.000000
906  1  1.000000 -47.810908  20.973049  0.000000  -0.024933  -0.999689  0.000000  -0.533371  0.845882  0.000000  0.000000
907  1  1.000000 -42.276975  -25.045178  0.000000  -0.023589  -0.999722  0.000000  0.990392  -0.138289  0.000000  0.000000
908  1  1.000000 -32.376455  -32.196991  0.000000  0.373197  -0.927752  0.000000  -0.151658  0.988433  0.000000  0.000000
909  1  1.000000 -16.617823  -34.967662  0.000000  -0.085203  0.996364  0.000000  0.995600  0.093709  0.000000  0.000000
910  1  1.000000 -46.550264  -44.590822  0.000000  0.603714  -0.797201  0.000000  -0.813870  0.581047  0.000000  0.000000
911  1  1.000000 -38.153152  8.198594  0.000000  0.865508  0.500896  0.000000  -0.933262  -0.359196  0.000000  0.000000
912  1  1.000000 -31.181960  -38.535597  0.000000  0.125801  -0.992056  0.000000  0.036602  0.999330  0.000000  0.000000
913  1  1.000000 49.781028  35.798860  0.000000  0.106308  0.994333  0.000000  0.114537  0.993419  0.000000  0.000000
914  1  1.000000 27.702059  2.567171  0.000000  -0.151280  0.988491  0.000000  0.486992  -0.873407  0.000000  0.000000
915  1  1.000000 -11.627452  -15.931853  0.000000  -0.973368  0.229247  0.000000  0.998907  -0.046737  0.000000  0.000000
916  1  1.000000 -41.602340  -30.733163  0.000000  0.041814  0.999125  0.000000  -0.690221  0.723598  0.000000  0.000000
917  1  1.000000 1.114382  -47.979625  0.000000  0.835580  0.549368  0.000000  -0.242421  -0.970171  0.000000  0.000000
918  1  1.000000 -21.268852  -17.369162  0.000000  0.910549  -0.413401  0.000000  -0.996821  -0.079676  0.000000  0.000000
919  1  1.000000 -30.710201  26.573210  0.000000  0.312416  -0.949945  0.000000  -0.734569  -0.678534  0.000000  0.000000
920  1  1.000000 -20.886325  12.827648  0.000000  0.951801  -0.306716  0.000000  0.799822  -0.600237  0.000000  0.000000
921  1  1.000000 40.063951  40.741929  0.000000  0.580369  0.814354  0.000000  0.998608  -0.052748  0.000000  0.000000
922  1  1.000000 -20.717663  12.272118  0.000000  0.074748  0.997202  0.000000  0.058138  -0.998309  0.000000  0.000000
923  1  1.000000 -25.512300  -37.269048  0.000000  -0.157714  0.987485  0.000000  -0.317309  -0.948322  0.000000  0.000000
924  1  1.000000 1.834874  3.761344  0.000000  -0.120563  0.992706  0.000000  -0.568697  -0.822547  0.000000  0.000000
925  1  1.000000 -36.086173  -34.376730  0.000000  0.760773  0.649017  0.000000  0.471423  -0.881907  0.000000  0.000000
926  1  1.000000 -22.727516  9.892523  0.000000  -0.447421  0.894323  0.000000  0.778769  -0.627310  0.000000  0.000000
927  1  1.000000 5.365116  -3.092550  0.000000  0.724726  -0.689037  0.000000  0.982659  -0.185422  0.000000  0.000000
928  1  1.000000 -34.343578  -8.517771  0.000000  -0.718182  0.695856  0.000000  -0.927875  0.372891  0.000000  0.000000
929  1  1.000000 36.771690  15.212898  0.000000  0.844443  0.535645  0.000000  -0.257226  0.966351  0.000000  0.000000
930  1  1.000000 22.923782  -3.757662  0.000000  -0.951758  0.306850  0.000000  -0.534106  0.845417  0.000000  0.000000
931  1  1.000000 -22.319584  -26.224327  0.000000  0.185192  -0.982702  0.000000  0.806933  0.590643  0.000000  0.000000
932  1  1.000000 -35.250426  16.900102  0.000000  -0.164900  0.986310  0.000000  -0.359899  0.932991  0.000000  0.000000
933  1  1.000000 -19.679599  -1.156955  0.000000  0.803540  0.595250  0.000000  -0.691390  0.722482  0.000000  0.000000
934  1  1.000000 -48.742299  3.636083  0.000000  -0.965195  0.261531  0.000000  0.989964  -0.141317  0.000000  0.000000
935  1  1.000000 -5.571558  -31.835642  0.000000  -0.940738  0.339135  0.000000  0.909425  0.415867  0.000000  0.000000
936  1  1.000000 14.587936  -3.005038  0.000000  -0.029584  -0.999562  0.000000  0.883862  0.467748  0.000000  0.000000
937  1  1.000000 19.659107  -9.061656  0.000000  -0.741985  0.670416  0.000000  0.650567  -0.759449  0.000000  0.000000
938  1  1.000000 -5.360479  -41.262975  0.000000  0.426119  0.904667  0.000000  0.742469  -0.669880  0.000000  0.000000
939  1  1.000000 20.482873  40.286411  0.000000  -0.812765  -0.582592  0.000000  -0.590966  0.806697  0.000000  0.000000
940  1  1.000000 21.468740  -36.410552  0.000000  -0.195977  -0.980609  0.000000  0.549779  0.835310  0.000000  0.000000
941  1  1.000000 12.527537  38.991057  0.000000  -0.139944  -0.990159  0.000000  -0.419322  0.907838  0.000000  0.000000
942  1  1.000000 -28.660667  13.911571  0.000000  0.163520  0.986540  0.000000  0.802244  -0.596996  0.000000  0.000000
943  1  1.000000 43.431386  -39.330454  0.000000  0.890658  0.454674  0.000000  0.945596  -0.325345  0.000000  0.000000
944  1  1.000000 -5.170911  13.301057  0.000000  -0.696073  -0.717971  0.000000  -0.527095  0.849806  0.000000  0.000000
945  1  1.000000 8.922566  46.520860  0.000000  0.180769  -0.983526  0.000000  0.744216  0.667939  0.000000  0.000000
946  1  1.000000 29.201584  0.332635  0.000000  -0.313583  -0.949561  0.000000  -0.561228  -0.827661  0.000000  0.000000
947  1  1.000000 49.750944  2.107073  0.000000  0.550670  -0.834723  0.000000  0.798861  -0.601516  0.000000  0.000000
948  1  1.000000 31.792942  -9.442821  0.000000  -0.399874  0.916570  0.000000  0.937675  -0.347513  0.000000  0.000000
949  1  1.000000 -48.793081  34.926033  0.000000  0.641111  0.767448  0.000000  0.623158  -0.782096  0.000000  0.000000
950  1  1.000000 -39.058699  -7.389627  0.000000  -0.001789  -0.999998  0.000000  -0.763717  -0.645551  0.000000  0.000000
951  1  1.000000 -26.202184  -33.933157  0.000000  0.328387  -0.944543  0.000000  0.612626  0.790373  0.000000  0.000000
952  1  1.000000 32.285066  -38.125124  0.000000  0.931665  0.363318  0.000000  0.513533  0.858070  0.000000  0.000000
953  1  1.000000 4.224865  39.866071  0.000000  0.911102  -0.412181  0.000000  -0.445145  0.895459  0.000000  0.000000
954  1  1.000000 -17.696850  -1.156303  0.000000  0.883719  0.468018  0.000000  0.608405  0.793627  0.000000  0.000000
955  1  1.000000 13.377921  -14.819798  0.000000  -0.271596  0.962411  0.000000  -0.180786  0.983522  0.000000  0.000000
956  1  1.000000 41.575688  28.285941  0.000000  -0.988568  0.150777  0.000000  0.678509  -0.734592  0.000000  0.000000
957  1  1.000000 -48.433076  15.547464  0.000000  0.768470  -0.639886  0.000000  0.937414  0.348216  0.000000  0.000000
958  1  1.000000 -21.723918  16.330596  0.000000  -0.966982  -0.254844  0.000000  -0.976637  -0.214895  0.000000  0.000000
959  1  1.000000 -13.602763  4.317656  0.000000  0.583812  -0.811889  0.000000  -0.994193  -0.107612  0.000000  0.000000
960  1  1.000000 -12.255296  -8.274834  0.000000  0.998487  0.054987  0.000000  0.832945  0.553356  0.000000  0.000000
961  1  1.000000 47.817151  36.849130  0.000000  -0.616216  0.787577  0.000000  -0.962080  -0.272767  0.000000  0.000000
962  1  1.000000 28.123783  -10.768395  0.000000  0.926967  0.375142  0.000000  0.883379  -0.468660  0.000000  0.000000
963  1  1.000000 11.404445  43.706917  0.000000  -0.988224  -0.153015  0.000000  -0.906377  -0.422469  0.000000  0.000000
964  1  1.000000 -25.680169  -26.763238  0.000000  -0.998972  -0.045325  0.000000  -0.989338  -0.145637  0.000000  0.000000
965  1  1.000000 -27.945618  -18.123531  0.000000  -0.876444  -0.481504  0.000000  0.262650  -0.964891  0.000000  0.000000
966  1  1.000000 -22.627604  -45.585656  0.000000  0.212845  0.977086  0.000000  -0.607909  0.794007  0.000000  0.000000
967  1  1.000000 -13.845910  34.835706  0.000000  0.561937  0.827180  0.000000  0.124659  0.992200  0.000000  0.000000
968  1  1.000000 -19.076684  -0.698484  0.000000  0.638610  -0.769531  0.000000  0.967928  0.251229  0.000000  0.000000
969  1  1.000000 48.866225  -14.720587  0.000000  -0.550647  0.834738  0.000000  -0.263706  -0.964603  0.000000  0.000000
970  1  1.000000 34.453474  -47.473175  0.000000  -0.987489  0.157688  0.000000  0.743253  -0.669011  0.000000  0.000000
971  1  1.000000 24.831604  -35.497942  0.000000  -0.361502  -0.932371  0.000000  0.926833  -0.375473  0.000000  0.000000
972  1  1.000000 -44.708939  -1.775818  0.000000  0.271067  0.962561  0.000000  0.112512  0.993650  0.000000  0.000000
973  1  1.000000 8.229405  -34.438639  0.000000  -0.945997  0.324176  0.000000  0.732642  0.680614  0.000000  0.000000
974  1  1.000000 41.174191  13.649044  0.000000  -0.857912  0.513796  0.000000  -0.678174  0.734901  0.000000  0.000000
975  1  1.000000 -49.335183  9.935298  0.000000  0.979398  -0.201938  0.000000  -0.158775  -0.987315  0.000000  0.000000
976  1  1.000000 27.382429  16.589431  0.000000  0.039812  -0.999207  0.000000  -0.993657  -0.112449  0.000000  0.000000
977  1  1.000000 -32.775504  36.408593  0.000000  -0.129594  0.991567  0.000000  -0.913292  0.407306  0.000000  0.000000
978  1  1.000000 31.563102  25.977399  0.000000  0.185323  0.982678  0.000000  0.151626  -0.988438  0.000000  0.000000
979  1  1.000000 -41.059668  48.508965  0.000000  -0.349365  -0.936987  0.000000  -0.084272  -0.996443  0.000000  0.000000
980  1  1.000000 44.311197  -0.456771  0.000000  -0.634191  0.773177  0.000000  0.562826  0.826575  0.000000  0.000000
981  1  1.000000 -8.581380  -4.708545  0.000000  0.361885  0.932223  0.000000  0.087243  0.996187  0.000000  0.000000
982  1  1.000000 -37.217021  -42.529737  0.000000  0.627103  -0.778936  0.000000  -0.011535  -0.999933  0.000000  0.000000
983  1  1.000000 -37.597329  -37.281651  0.000000  0.556273  0.831000  0.000000  0.213098  -0.977031  0.000000  0.000000
984  1  1.000000 15.316756  45.413669  0.000000  0.243927  -0.969794  0.000000  -0.143662  -0.989627  0.000000  0.000000
985  1  1.000000 36.874593  -26.018853  0.000000  0.813544  0.581503  0.000000  0.041151  -0.999153  0.000000  0.000000
986  1  1.000000 6.936935  -48.866933  0.000000  -0.999644  -0.026690  0.000000  0.369187  -0.929355  0.000000  0.000000
987  1  1.000000 -26.131480  -12.857167  0.000000  -0.649872  -0.760043  0.000000  -0.987838  0.155486  0.000000  0.000000
988  1  1.000000 44.852104  -23.411955  0.000000  -0.894963  0.446140  0.000000  -0.859305  0.511464  0.000000  0.000000
989  1  1.000000 -23.152890  18.787601  0.000000  -0.544489  -0.838768  0.000000  0.282603  0.959237  0.000000  0.000000
990  1  1.000000 -23.387507  3.261404  0.000000  -0.087250  0.996186  0.000000  -0.465498  0.885049  0.000000  0.000000
991  1  1.000000 38.247778  -44.535689  0.000000  -0.935688  -0.352830  0.000000  -0.104172  -0.994559  0.000000  0.000000
992  1  1.000000 21.776003  -12.357766  0.000000  0.821396  0.570359  0.000000  0.549254  -0.835655  0.000000  0.000000
993  1  1.000000 33.485419  26.120276  0.000000  0.982907  -0.184104  0.000000  0.023585  0.999722  0.000000  0.000000
994  1  1.000000 21.360713  -0.864750  0.000000  0.944243  0.329249  0.000000  0.481366  -0.876520  0.000000  0.000000
995  1  1.000000 10.678649  30.074043  0.000000  -0.816407  -0.577477  0.000000  0.758050  -0.652197  0.000000  0.000000
996  1  1.000000 -24.210447  -11.881801  0.000000  -0.076734  -0.997052  0.000000  0.977290  0.211905  0.000000  0.000000
997  1  1.000000 -29.626912  -40.585836  0.000000  -0.991487  0.130206  0.000000  0.984598  0.174835  0.000000  0.000000
998  1  1.000000 35.117442  -18.254453  0.000000  0.598913  -0.800814  0.000000  -0.990366  -0.138471  0.000000  0.000000
999  1  1.000000 -22.096197  -24.071194  0.000000  -0.995601  -0.093696  0.000000  0.654876  -0.755736  0.000000  0.000000
1000  1  1.000000 -27.564683  -36.361981  0.000000  0.311619  0.950207  0.000000  0.745195  -0.666847  0.000000  0.000000
1001  1  1.000000 42.360030  28.629116  0.000000  -0.336144  -0.941811  0.000000  -0.540610  -0.841273  0.000000  0.000000
1002  1  1.000000 36.916808  48.579397  0.000000  -0.549412  0.835551  0.000000  0.999875  -0.015786  0.000000  0.000000
1003  1  1.000000 -3.456814  -23.864904  0.000000  0.428447  0.903567  0.000000  -0.337831  -0.941207  0.000000  0.000000
1004  1  1.000000 -37.351455  19.512661  0.000000  -0.009499  -0.999955  0.000000  0.665539  0.746363  0.000000  0.000000
1005  1  1.000000 5.846481  -14.844650  0.000000  0.693896  -0.720075  0.000000  -0.290453  0.956889  0.000000  0.000000
1006  1  1.000000 -26.184470  31.146197  0.000000  0.995183  -0.098031  0.000000  -0.840982  0.541063  0.000000  0.000000
1007  1  1.000000 24.967517  28.835991  0.000000  0.277348  0.960769  0.000000  -0.976920  -0.213607  0.000000  0.000000
1008  1  1.000000 39.203859  6.993043  0.000000  -0.547225  -0.836985  0.000000  -0.967034  0.254648  0.000000  0.000000
1009  1  1.000000 13.001028  -0.814644  0.000000  -0.957666  0.287881  0.000000  -0.011815  0.999930  0.000000  0.000000
1010  1  1.000000 -31.508396  -41.841959  0.000000  0.887478  -0.460849  0.000000  0.435697  -0.900094  0.000000  0.000000
1011  1  1.000000 47.692048  41.029246  0.000000  -0.436634  0.899639  0.000000  0.965907  0.258888  0.000000  0.000000
1012  1  1.000000 38.031453  39.831607  0.000000  -0.080417  -0.996761  0.000000  0.668737  -0.743499  0.000000  0.000000
1013  1  1.000000 38.531782  26.065199  0.000000  -0.810927  -0.585147  0.000000  -0.597714  0.801710  0.000000  0.000000
1014  1  1.000000 19.112212  2.942812  0.000000  0.723371  -0.690459  0.000000  0.583345  -0.812225  0.000000  0.000000
1015  1  1.000000 18.123209  34.489270  0.000000  -0.977775  0.209655  0.000000  0.650188  0.759774  0.000000  0.000000
1016  1  1.000000 -47.907888  20.469707  0.000000  -0.668582  -0.743638  0.000000  -0.004900  -0.999988  0.000000  0.000000
1017  1  1.000000 -20.133667  -6.720194  0.000000  0.838058  0.545581  0.000000  -0.048458  0.998825  0.000000  0.000000
1018  1  1.000000 -42.269472  4.231841  0.000000  -0.965451  -0.260586  0.000000  -0.938815  -0.344423  0.000000  0.000000
1019  1  1.000000 43.401320  -22.529253  0.000000  -0.111950  -0.993714  0.000000  0.425340  0.905033  0.000000  0.000000
1020  1  1.000000 46.970737  17.879789  0.000000  0.549105  0.835753  0.000000  -0.942077  0.335398  0.000000  0.000000
1021  1  1.000000 33.115037  -21.005340  0.000000  0.147959  -0.988994  0.000000  0.928934  -0.370246  0.000000  0.000000
1022  1  1.000000 31.271309  14.939356  0.000000  0.996191  -0.087194  0.000000  -0.552189  -0.833719  0.000000  0.000000
1023  1  1.000000 34.882041  2.226723  0.000000  -0.789468  -0.613792  0.000000  0.554202  -0.832382  0.000000  0.000000
1024  1  1.000000 -41.122835  -0.443893  0.000000  -0.408021  0.912972  0.000000  -0.996640  0.081911  0.000000  0.000000
1025  1  1.000000 -44.873072  -27.405975  0.000000  -0.975214  -0.221265  0.000000  -0.958285  -0.285815  0.000000  0.000000
1026  1  1.000000 5.623885  32.166465  0.000000  0.048622  0.998817  0.000000  -0.994389  -0.105790  0.000000  0.000000
1027  1  1.000000 22.171019  -25.138525  0.000000  0.444203  -0.895926  0.000000  -0.384805  -0.922998  0.000000  0.000000
1028  1  1.000000 -28.989426  -25.183927  0.000000  0.640830  0.767683  0.000000  0.774894  0.632092  0.000000  0.000000
1029  1  1.000000 -25.379486  6.490496  0.000000  -0.279744  0.960074  0.000000  0.185898  -0.982569  0.000000  0.000000
1030  1  1.000000 13.813649  2.723299  0.000000  -0.939309  0.343071  0.000000  -0.648283  0.761399  0.000000  0.000000
1031  1  1.000000 -23.736175  12.124117  0.000000  -0.436498  0.899705  0.000000  -0.528352  -0.849026  0.000000  0.000000
1032  1  1.000000 -33.200876  -33.630122  0.000000  0.246808  0.969064  0.000000  0.689785  -0.724014  0.000000  0.000000
1033  1  1.000000 13.340038  -39.468997  0.000000  0.942494  -0.334224  0.000000  -0.894585  -0.446897  0.000000  0.000000
1034  1  1.000000 18.722487  -16.457681  0.000000  -0.903835  -0.427882  0.000000  0.685432  0.728137  0.000000  0.000000
1035  1  1.000000 -31.049907  38.986541  0.000000  -0.613609  -0.789610  0.000000  0.692135  -0.721768  0.000000  0.000000
1036  1  1.000000 -8.631189  12.942188  0.000000  -0.999649  -0.026494  0.000000  -0.477898  0.878415  0.000000  0.000000
1037  1  1.000000 2.533515  48.709672  0.000000  -0.236061  0.971738  0.000000  -0.776976  -0.629530  0.000000  0.000000
1038  1  1.000000 43.724425  -36.024578  0.000000  0.914665  0.404212  0.000000  -0.259729  -0.965682  0.000000  0.000000
1039  1  1.000000 11.425558  -43.943575  0.000000  0.981579  0.191055  0.000000  -0.277148  -0.960827  0.000000  0.000000
1040  1  1.000000 12.885328  -20.365847  0.000000  0.243771  0.969833  0.000000  0.031750  -0.999496  0.000000  0.000000
1041  1  1.000000 -42.538246  23.986092  0.000000  -0.448021  0.894023  0.000000  -0.572772  0.819714  0.000000  0.000000
1042  1  1.000000 41.066034  -26.012702  0.000000  0.525418  -0.850844  0.000000  0.774202  -0.632938  0.000000  0.000000
1043  1  1.000000 -1.028673  29.119491  0.000000  -0.608357  -0.793663  0.000000  -0.634739  -0.772726  0.000000  0.000000
1044  1  1.000000 -46.437495  18.175604  0.000000  0.624374  0.781126  0.000000  0.862201  0.506566  0.000000  0.000000
1045  1  1.000000 12.289550  25.204390  0.000000  0.729183  -0.684319  0.000000  -0.505627  0.862752  0.000000  0.000000
1046  1  1.000000 -6.564953  -22.545489  0.000000  0.601295  -0.799027  0.000000  0.721422  -0.692496  0.000000  0.000000
1047  1  1.000000 23.423931  -28.477833  0.000000  0.647178  0.762339  0.000000  0.847127  -0.531390  0.000000  0.000000
1048  1  1.000000 49.308738  7.346617  0.000000  -0.346685  0.937982  0.000000  -0.608138  0.793831  0.000000  0.000000
1049  1  1.000000 18.158972  -20.838088  0.000000  0.256939  -0.966428  0.000000  -0.995715  -0.092480  0.000000  0.000000
1050  1  1.000000 -15.068540  39.980419  0.000000  -0.833425  0.552632  0.000000  0.052826  0.998604  0.000000  0.000000
1051  1  1.000000 -31.442023  -5.135038  0.000000  0.985340  0.170602  0.000000  -0.833101  0.553120  0.000000  0.000000
1052  1  1.000000 20.399984  37.373772  0.000000  0.373914  0.927464  0.000000  -0.057639  -0.998337  0.000000  0.000000
1053  1  1.000000 -29.624697  23.352111  0.000000  -0.634893  -0.772600  0.000000  -0.705858  0.708353  0.000000  0.000000
1054  1  1.000000 -1.499921  18.979565  0.000000  0.632720  -0.774381  0.000000  -0.473691  -0.880691  0.000000  0.000000
1055  1  1.000000 -48.955296  31.482481  0.000000  0.825244  0.564776  0.000000  -0.999804  -0.019801  0.000000  0.000000
1056  1  1.000000 34.219780  47.129791  0.000000  0.999848  -0.017458  0.000000  -0.812763  -0.582594  0.000000  0.000000
1057  1  1.000000 45.296330  4.312105  0.000000  0.457581  0.889168  0.000000  -0.176407  -0.984317  0.000000  0.000000
